,Scheme Code,ISIN Div Payout/ ISIN Growth,ISIN Div Reinvestment,Scheme Name,Net Asset Value,Date,Scheme Category,Scheme Sub-category,Regular/Direct,IDCW Scheme,Bonus Option,Reinvestment Scheme,Benchmark
1675,108258,INF204K01737,-,Nippon India Quant Fund -Growth Plan -Bonus Option,65.864,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Bonus Option,Non-Reinvestment Scheme,
1676,149329,INF204KC1303,-,Nippon India Taiwan Equity Fund- Direct Plan- Growth Option,10.1708,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Taiwan Capitalization Weighted Stock
1677,149327,INF204KC1311,INF204KC1329,Nippon India Taiwan Equity Fund- Direct Plan- IDCW option,10.1708,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Taiwan Capitalization Weighted Stock
1678,149328,INF204KC1279,-,Nippon India Taiwan Equity fund- Regular Plan- Growth Option,9.6849,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Taiwan Capitalization Weighted Stock
1679,149325,INF204KC1287,INF204KC1295,Nippon India Taiwan Equity Fund- Regular Plan- IDCW option,9.6849,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Taiwan Capitalization Weighted Stock
1680,134925,INF204KA16G3,INF204KA17G1,NIPPON INDIA - US EQUITY OPPORTUNITIES FUND - Direct Plan - IDCW Option,36.7951,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,S&P 500
1681,134924,INF204KA13G0,INF204KA14G8,NIPPON INDIA - US EQUITY OPPORTUNITIES FUND - IDCW Option,33.0849,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,S&P 500
1682,134923,INF204KA15G5,-,Nippon India US Equity Opportunities Fund- Direct Plan- Growth Plan- Growth Option,36.7951,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,S&P 500
1683,134922,INF204KA12G2,-,Nippon India US Equity Opportunities Fund- Growth Plan- Growth Option,33.0849,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,S&P 500
1684,153039,INF663L01Z45,-,PGIM India Healthcare Fund - Direct Plan - Growth Option,9.34,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Pharma
1685,153037,INF663L01Z60,INF663L01Z78,PGIM India Healthcare Fund - Direct Plan - IDCW Option,9.34,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Pharma
1686,153040,INF663L01Z52,-,PGIM India Healthcare Fund - Regular Plan - Growth Option,9.29,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Pharma
1687,153038,INF663L01Z86,INF663L01Z94,PGIM India Healthcare Fund - Regular Plan - IDCW Option,9.29,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Pharma
1688,151791,INF966L01BX0,-,quant BFSI Fund - Growth Option - Direct Plan,15.082,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1689,151788,INF966L01CA6,-,quant BFSI Fund - Growth Option - Regular Plan,14.6483,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1690,151790,INF966L01BY8,INF966L01BZ5,quant BFSI Fund - IDCW Option - Direct Plan,15.0996,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1691,151789,INF966L01CB4,INF966L01CC2,quant BFSI Fund - IDCW Option - Regular Plan,14.6473,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1692,151757,INF966L01BR2,-,quant Business Cycle Fund - Growth Option - Direct Plan,15.3327,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1693,151758,INF966L01BU6,-,quant Business Cycle Fund - Growth Option - Regular Plan,14.8981,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1694,151759,INF966L01BS0,INF966L01BT8,quant Business Cycle Fund - IDCW Option - Direct Plan,15.3224,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1695,151760,INF966L01BV4,INF966L01BW2,quant Business Cycle Fund - IDCW Option - Regular Plan,14.9124,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1696,152255,INF966L01DF3,-,quant Commodities Fund - Growth Option - Direct Plan,12.6547,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Commodities
1697,152256,INF966L01DC0,-,quant Commodities Fund - Growth Option - Regular Plan,12.4094,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Commodities
1698,152257,INF966L01DG1,INF966L01DH9,quant Commodities Fund - IDCW Option - Direct Plan,12.6513,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Commodities
1699,152258,INF966L01DD8,INF966L01DE6,quant Commodities Fund - IDCW Option - Regular Plan,12.4074,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Commodities
1700,152336,INF966L01DN7,-,quant Consumption Fund - Growth Option - Direct Plan,9.8588,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1701,152338,INF966L01DI7,-,quant Consumption Fund - Growth Option - Regular Plan,9.6741,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1702,152339,INF966L01DO5,INF966L01DP2,quant Consumption Fund - IDCW Option - Direct Plan,9.8638,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1703,152337,INF966L01DL1,INF966L01DM9,quant Consumption Fund - IDCW Option - Regular Plan,9.678,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1704,148564,INF966L01AD4,-,quant ESG Equity Fund - Growth Option - Direct Plan,32.1734,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 100 Esg
1705,148560,INF966L01AB8,-,quant ESG Equity Fund - Growth Option - Regular Plan,30.0475,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 100 Esg
1706,148563,INF966L01AE2,INF966L01AG7,quant ESG Equity Fund - IDCW Option - Direct Plan,32.1352,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 100 Esg
1707,148561,INF966L01AC6,INF966L01AF9,quant ESG Equity Fund - IDCW Option - Regular Plan,29.9016,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 100 Esg
1708,151853,INF966L01CD0,-,quant Healthcare Fund - Growth Option - Direct Plan,14.5038,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Healthcare
1709,151855,INF966L01CG3,-,quant Healthcare Fund - Growth Option - Regular Plan,14.101,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Healthcare
1710,151854,INF966L01CE8,INF966L01CF5,quant Healthcare Fund - IDCW Option - Direct Plan,14.5029,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Healthcare
1711,151856,INF966L01CH1,INF966L01CI9,quant Healthcare Fund - IDCW Option - Regular Plan,14.1008,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Healthcare
1712,106170,INF966L01523,-,quant Infrastructure Fund - Growth Option,34.99,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Infrastructure
1713,120833,INF966L01721,-,quant Infrastructure Fund - Growth Option-Direct Plan,38.2595,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Infrastructure
1714,120832,INF966L01705,INF966L01713,quant Infrastructure Fund - IDCW Option - Direct Plan,38.2301,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Infrastructure
1715,106169,INF966L01507,INF966L01515,quant Infrastructure Fund - IDCW Option - Regular Plan,34.9112,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Infrastructure
1716,151916,INF966L01CJ7,-,quant Manufacturing Fund - Growth Option - Direct Plan,14.1013,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Manufacturing
1717,151913,INF966L01CN9,-,quant Manufacturing Fund - Growth Option - Regular Plan,13.7377,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Manufacturing
1718,151914,INF966L01CK5,INF966L01CL3,quant Manufacturing Fund - IDCW Option - Direct Plan,14.0994,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Manufacturing
1719,151915,INF966L01CO7,INF966L01CP4,quant Manufacturing Fund - IDCW Option - Regular Plan,13.8426,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Manufacturing
1720,152189,INF966L01CZ3,-,quant Momentum Fund - Growth Option - Direct Plan,13.754,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1721,152190,INF966L01CW0,-,quant Momentum Fund - Growth Option - Regular Plan,13.4992,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1722,152192,INF966L01DA4,INF966L01DB2,quant Momentum Fund - IDCW Option - Direct Plan,13.7409,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1723,152191,INF966L01CX8,INF966L01CY6,quant Momentum Fund - IDCW Option - Regular Plan,13.4565,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1724,152415,INF966L01DT4,-,quant PSU Fund - Growth Option - Direct Plan,9.9182,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Pse
1725,152413,INF966L01DQ0,-,quant PSU Fund - Growth Option - Regular Plan,9.7579,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Pse
1726,152416,INF966L01DU2,INF966L01DV0,quant PSU Fund - IDCW Option - Direct Plan,9.9246,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Pse
1727,152414,INF966L01DR8,INF966L01DS6,quant PSU Fund - IDCW Option - Regular Plan,9.7575,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Pse
1728,148925,INF966L01AK9,-,quant Quantamental Fund - Growth Option - Direct Plan,22.3048,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 200
1729,148923,INF966L01AH5,-,quant Quantamental Fund - Growth Option - Regular Plan,20.9645,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 200
1730,148924,INF966L01AL7,INF966L01AM5,quant Quantamental Fund - IDCW Option - Direct Plan,22.4283,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 200
1731,148922,INF966L01AI3,INF966L01AJ1,quant Quantamental Fund - IDCW Option - Regular Plan,20.9888,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 200
1732,152067,INF966L01CT6,-,quant Teck Fund - Growth Option - Direct Plan,11.6794,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty It
1733,152070,INF966L01CQ2,-,quant Teck Fund - Growth Option - Regular Plan,11.3899,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty It
1734,152068,INF966L01CU4,INF966L01CV2,quant Teck Fund - IDCW Option - Direct Plan,11.674,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty It
1735,152069,INF966L01CR0,INF966L01CS8,quant Teck Fund - IDCW Option - Regular Plan,11.3928,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty It
1736,147372,INF082J01382,-,QUANTUM ESG BEST IN CLASS STRATEGY FUND - DIRECT PLAN - GROWTH OPTION,23.44,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 100 Esg
1737,147371,INF082J01390,-,QUANTUM ESG BEST IN CLASS STRATEGY FUND - REGULAR PLAN - GROWTH OPTION,22.31,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 100 Esg
1738,153094,INF082J01473,-,Quantum Ethical Fund - Direct Plan Growth Option,9.2,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500 Shariah
1739,153095,INF082J01481,-,Quantum Ethical Fund - Regular Plan Growth Option,9.16,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500 Shariah
1740,151753,INF0K1H01081,-,Samco Active Momentum Fund - Direct Plan - Growth Option,14.7,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1741,151752,INF0K1H01073,-,Samco Active Momentum Fund - Regular Plan - Growth Option,14.34,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1742,152586,INF0K1H01180,-,Samco Special Opportunities Fund - Direct Plan - Growth,7.75,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1743,152587,INF0K1H01172,-,Samco Special Opportunities Fund - Regular Plan - Growth,7.64,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1744,152657,INF200KB1183,-,SBI Automotive Opportunities Fund - Direct Plan - Growth,8.7336,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Auto
1745,152655,INF200KB1191,INF200KB1209,SBI Automotive Opportunities Fund - Direct Plan - Income Distribution Cum Capital Withdrawal Option,8.7335,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Auto
1746,152658,INF200KB1159,-,SBI Automotive Opportunities Fund - Regular Plan - Growth,8.6475,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Auto
1747,152656,INF200KB1167,INF200KB1175,SBI Automotive Opportunities Fund - Regular Plan - Income Distribution Cum Capital Withdrawal Option,8.6476,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Auto
1748,133859,INF200KA1507,-,SBI BANKING & FINANCIAL SERVICES FUND - DIRECT PLAN - GROWTH,42.7874,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1749,133857,INF200KA1515,INF200KA1523,SBI Banking & Financial Services Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),38.2454,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1750,133858,INF200KA1473,-,SBI BANKING & FINANCIAL SERVICES FUND - REGULAR PLAN - GROWTH,38.4373,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1751,133860,INF200KA1481,INF200KA1499,SBI Banking & Financial Services Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),34.5186,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Financial Services
1752,120575,INF200K01RM5,-,SBI CONSUMPTION OPPORTUNITIES FUND - DIRECT PLAN - GROWTH,336.714,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1753,119730,INF200K01RK9,INF200K01RL7,SBI Consumption Opportunities Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),237.0433,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1754,120576,INF200K01VR6,-,SBI CONSUMPTION OPPORTUNITIES FUND - REGULAR - GROWTH,296.0364,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1755,100645,INF200K01404,INF200K01412,SBI Consumption Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),178.2353,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty India Consumption
1756,152417,INF200KB1126,-,SBI Energy Opportunities Fund - Direct Plan - Growth,9.8858,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Energy
1757,152420,INF200KB1134,INF200KB1142,SBI Energy Opportunities Fund - Direct Plan - Income Distribution Cum Capital Withdrawal Option,9.8856,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Energy
1758,152418,INF200KB1092,-,SBI Energy Opportunities Fund - Regular Plan - Growth,9.7578,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Energy
1759,152419,INF200KB1100,INF200KB1118,SBI Energy Opportunities Fund - Regular Plan - Income Distribution Cum Capital Withdrawal Option,9.758,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Energy
1760,146643,INF200KA1A71,-,SBI Equity Minimum Variance Fund - Direct Plan - Growth,22.8854,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 50
1761,146642,INF200KA1A89,INF200KA1A97,SBI Equity Minimum Variance Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),22.884,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 50
1762,146644,INF200KA1A48,-,SBI Equity Minimum Variance Fund - Regular Plan - Growth,22.3862,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 50
1763,146641,INF200KA1A55,INF200KA1A63,SBI Equity Minimum Variance Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),22.3898,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 50
1764,119708,INF200K01SC4,INF200K01SD2,SBI ESG Exclusionary Strategy Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),87.0587,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 100 Esg
1765,119709,INF200K01SE0,-,SBI ESG Exclusionary Strategy Fund - Direct Plan -Growth,242.5062,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 100 Esg
1766,104523,INF200K01214,-,SBI ESG Exclusionary Strategy Fund - Regular Plan - Growth,221.7214,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 100 Esg
1767,101295,INF200K01198,INF200K01206,SBI ESG Exclusionary Strategy Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),69.3422,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 100 Esg
1768,119782,INF200K01UN7,INF200K01UO5,SBI Healthcare Opportunities Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),321.252,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Pharma
1769,119783,INF200K01UP2,-,SBI HEALTHCARE OPPORTUNITIES FUND - DIRECT PLAN -GROWTH,462.3854,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Pharma
1770,100644,INF200K01453,INF200K01461,SBI Healthcare Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),255.147,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Pharma
1771,102823,INF200K01446,-,SBI HEALTHCARE OPPORTUNITIES FUND - REGULAR PLAN -GROWTH,405.029,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Pharma
1772,119700,INF200K01RS2,-,SBI INFRASTRUCTURE FUND -  DIRECT PLAN - GROWTH,49.6926,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Infrastructure
1773,106096,INF200K01CT2,-,SBI INFRASTRUCTURE FUND -  REGULAR PLAN - GROWTH,46.1438,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Infrastructure
1774,119695,INF200K01RQ6,INF200K01RR4,SBI Infrastructure Fund - Direct Plan - Income Distribution cum Capital Withdrawal Option (IDCW),43.9787,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Infrastructure
1775,106095,INF200K01CU0,INF200K01CV8,SBI Infrastructure Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW),41.0486,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty Infrastructure
1776,152776,INF200KB1324,-,SBI Innovative Opportunities Fund - Direct Plan - Growth,8.7517,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1777,152777,INF200KB1332,INF200KB1340,SBI Innovative Opportunities Fund - Direct Plan - Income Distribution Cum Capital Withdrawal Option,8.7517,2025-04-02,Equity Scheme,Sectoral/ Thematic,Direct Plan,IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
1778,152774,INF200KB1290,-,SBI Innovative Opportunities Fund - Regular Plan - Growth,8.6881,2025-04-02,Equity Scheme,Sectoral/ Thematic,Regular Plan,Non-IDCW Scheme,Non-Bonus Option,Non-Reinvestment Scheme,Nifty 500
